title,writer,illustrator,genre,story,platform,thumb,url
여신강림,야옹이,야옹이,로맨스,"네웹 대표 글로벌 인기작! 주경, 수호, 서준. 세 청춘의 두근두근 눈호강 로맨스~♡ 메이크업으로 여신이 된 주경이는 꿈과 사랑을 이룰 수 있을까?",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/703846/thumbnail/thumbnail_IMAG10_35503130-16ce-4236-b913-0fe76226de36.jpg,https://comic.naver.com/webtoon/list?titleId=703846&weekday=tue
"2021 최애캐 안녕, 잘 지내니?",웹툰작가,웹툰작가,드라마,"""잘 지내..? 오늘따라 네가 더 생각난다.""  함께 웃고 울었던 웹툰 속 나의 최애캐들. 그들은 지금 어떻게 지내고 있을까? 우리의 일주일을 책임졌던 최애캐들의 근황을 공개합니다! <2021 최애캐 안녕, 잘 지내니?>",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/780506/thumbnail/thumbnail_IMAG10_a15572d1-5bbb-4600-91da-c02f3de845b2.jpg,https://comic.naver.com/webtoon/list?titleId=780506&weekday=tue
용사가 돌아왔다,나락,풍백,액션,"김민수에게 복수를 하겠다는 일념 하나로 이세계를 구한 용사, 박정수.  그는 스스로는 구했지만, 세계를 구하지 못했고, 자신의 세상을 멸망시킨 용사들을 죽이기로 마음 먹는다.  이 이야기는 해피 엔딩 따윈 없는 차가운 현실, 용사들을 죽이는 용사에 대한 이야기이다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/773459/thumbnail/thumbnail_IMAG10_050d4f7b-68b1-496a-95fa-b86564875846.jpg,https://comic.naver.com/webtoon/list?titleId=773459&weekday=tue
한림체육관,혜성,이석재,액션,'세상에서 가장 강한 남자가 되고 싶다.' 그릇된 강함을 실천하던 전영하가 한림체육관에 들어와 진정한 강함을 깨닫고 무도인으로 거듭나는 학원 액션물,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/743139/thumbnail/thumbnail_IMAG10_df1a8c2f-63c4-44e1-b1f5-907c41c13243.jpg,https://comic.naver.com/webtoon/list?titleId=743139&weekday=tue
덴큐,백감독,백감독,판타지,특수능력을 지닌 악당 덴마가 꼬마의 몸에 갇혀 겪는 모험...의 끝나지 않은 이야기.,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/778963/thumbnail/thumbnail_IMAG10_e12c0167-935c-48c0-9368-3212ec220239.jpg,https://comic.naver.com/webtoon/list?titleId=778963&weekday=tue
사신소년,류,류,액션,"수명을 대가로 죽은 자의 능력을 빌리는 소년!  화려한 액션에서 부터 스포츠, 두뇌 플레이까지 한계는 없다!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/730656/thumbnail/thumbnail_IMAG10_b324ec4f-f869-4b55-b2fb-63306bef3a41.jpg,https://comic.naver.com/webtoon/list?titleId=730656&weekday=tue
하루만 네가 되고 싶어,삼,삼,로맨스,"'완벽한 인생이었다, 그 애가 나타나기 전까지는' 반전에 반전을 거듭하는 치밀한 궁중 서스펜스 네이버웹툰 최강자전 19년 대표작.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/738487/thumbnail/thumbnail_IMAG10_6704ef3b-2596-4fba-b40d-9ec522dfd866.jpg,https://comic.naver.com/webtoon/list?titleId=738487&weekday=tue
엽총소년,김칸비,홍필,스릴러,"약자에서 영웅이 될 수밖에 없었던 소년 '한규환',  그리고 그 소년을 영웅으로 만들어줄 엽총 한 자루가 눈앞에 있다. 글로벌 누적 조회수 12억 뷰를 기록한 <스위트홈>의 프리퀄 대공개!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/759925/thumbnail/thumbnail_IMAG10_ab461af8-c357-459e-bf71-cdbb924cffcf.jpg,https://comic.naver.com/webtoon/list?titleId=759925&weekday=tue
중증외상센터 : 골든 아워,한산이가,홍비치라,드라마,"살 수 있는 환자들이 죽어 가고 있다. 이제 더는 그런 일이 없도록 하겠다. 사명감 있는 또라이. 중증외상센터의 난폭한 천사.  외상외과 전문의 백강혁, 그의 중증외상센터 되살리기 프로젝트.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/738174/thumbnail/thumbnail_IMAG10_da06bb94-8176-4b0f-a0e6-cd57f2690ad0.jpg,https://comic.naver.com/webtoon/list?titleId=738174&weekday=tue
랜덤채팅의 그녀!,박은혁,박은혁,드라마,랜덤채팅만 하던 준우에게 온 기적! 과연 그녀(들)에게 다가갈수 있을까?! (읽다 보면 원픽 캐릭터 무조건 생김ㅇㅇ),네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/702608/thumbnail/thumbnail_IMAG10_85425026-fd1c-4a8a-8d58-e257bbf892c0.jpg,https://comic.naver.com/webtoon/list?titleId=702608&weekday=tue
신도림,오세형,오세형,액션,세상이 무너지고 세워진 지하도시 신도림 그곳에 들어가지 못하고 생존한 소년들이 지하도시의 비밀을 파헤친다,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/683496/thumbnail/thumbnail_IMAG10_69a59ea4-ece8-4454-beea-a730adae236f.jpg,https://comic.naver.com/webtoon/list?titleId=683496&weekday=tue
니나의 마법서랍,랑또,랑또,스릴러,"<가담항설> 랑또 작가의 컬러풀하지만 어딘지 오싹한 매지컬 스릴러! 니나는 집앞 골목에서 유치뽕짝한 서랍을 줍는다. 그런데 그 안에 '소원을 적으세요.'라고 적혀있는 유치한 디자인의 카드가 세 장. '취업하게 해주세요', '50만원만 주세요', '멋진 남친이 생기게 해주세요'! 그리고 그 모든 소원을 이뤄주는 마법서랍으로 빨려들어가는데..?",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/772401/thumbnail/thumbnail_IMAG10_37107ea5-7086-458e-b4f8-2906192ce9b5.jpg,https://comic.naver.com/webtoon/list?titleId=772401&weekday=tue
달콤살벌한 부부,플라비,장그린,로맨스,"학창 시절 내내 앙숙이었던 남자,  10년 만에 나타나 거절키 어려운 조건으로 쇼윈도 부부를 제안하다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/753856/thumbnail/thumbnail_IMAG10_61cd690d-7c5f-449f-8384-f7642c368a04.jpg,https://comic.naver.com/webtoon/list?titleId=753856&weekday=tue
집이 없어,와난,와난,드라마,"집을 버리고 뛰쳐나간 고해준, 집 없이 텐트 생활하는 문제아 백은영.  악연으로 만난 두 사람은 버려진 옛날 기숙사에서 함께 살게 되는데..  기숙사도 서로도 싫지만 돌아갈 곳이 없는 두 사람의 힘든 성장 이야기",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/721433/thumbnail/thumbnail_IMAG10_e9488dab-e61d-4219-93d2-75737f6be3de.jpg,https://comic.naver.com/webtoon/list?titleId=721433&weekday=tue
오피스 누나 이야기,"팔메이로,김자네",와삭바삭,로맨스,"회사 TF팀에서 만난 성숙하고 매력적인 연상의 여자 안책임님. 현명하고, 배려심 깊고, 그래서 끌리는……하지만, 아이가 있는 여자.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/755694/thumbnail/thumbnail_IMAG10_2e14da99-d098-428e-85c7-0879e02a8287.jpg,https://comic.naver.com/webtoon/list?titleId=755694&weekday=tue
호랑이 들어와요,배세혁,유은,판타지,숲속의 젊은 부부와 어느 날 그들에게 찾아온 정체불명의 아이들이 만들어가는 즐겁고 신묘한 일상,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/757904/thumbnail/thumbnail_IMAG10_7a4f9439-1f09-47fa-a834-b69197b21d30.jpg,https://comic.naver.com/webtoon/list?titleId=757904&weekday=tue
원주민 공포만화,원주민,원주민,스릴러,끝까지 방심하지 말 것! 당신의 상상을 뛰어넘는 본격 반전 공포 스릴러가 온다!,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/698918/thumbnail/thumbnail_IMAG10_1ffbcabb-b5fd-41d8-9500-faaee1d3cbb4.jpg,https://comic.naver.com/webtoon/list?titleId=698918&weekday=tue
천마는 평범하게 살 수 없다,"ZAINO, 산천",알토란,판타지,"천마 백중혁, 드미트리 가문의 장남으로 눈을 뜨다.  드미트리의 얼간이, 차남에게 밀린 장남.  세간의 평판은 중요하지 않다.  천마, 아니, 로만 드미트리는 앞으로 평범하게 살 수 없다.  압도하는 천마 판타지!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/774358/thumbnail/thumbnail_IMAG10_6a2f9990-0ff5-47da-aa59-6c1f68954e6f.jpg,https://comic.naver.com/webtoon/list?titleId=774358&weekday=tue
윌유메리미,마인드C,마인드C,일상,"외모는 상남자, 마음은 감성소녀 윌.외모는 청순녀, 마음은 터프가이 메리!  서울 부산 띠동갑 커플의 리얼 연애 일기",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/616239/thumbnail/title_thumbnail_20161031214436_t83x90.jpg,https://comic.naver.com/webtoon/list?titleId=616239&weekday=tue
몬스터,이은재,이은재,액션,"특수기관 '몬스터'에서 아르바이트를 하며 생계를 이어나가고 있는 고등학생 유진.  #초능력 보유 #코드네임은 요원D #미션은 데빌 신속제압! 유진은 의외로(?) 간단한 자신의 임무를 수행하면서 무난하게 고등학생의 생활을 이어가지만, 어느 날 왕따를 당하는 친구를 도와줬다는 이유로 본인도 같이 왕따를 당하게 된다. 평범한 생활에 균열이 생기기 시작하면서 점점 감당하기 힘든 시련이 찾아오게 되고 급기야 지구는 최악의 위기에 처하게 되는데..과연 유진은 이 모든 사건을 해결하고 지구를 구할 수 있을까?",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/771044/thumbnail/thumbnail_IMAG10_bc5980e0-19e8-46da-85f6-99e6a78a139a.jpg,https://comic.naver.com/webtoon/list?titleId=771044&weekday=tue
위아더좀비,이명재,이명재,드라마,"초대형 쇼핑몰 서울타워에 좀비 사태가 발발하고, 정부는 사태 진압을 위해 좀비들을 타워에 두고 봉쇄한다.  김인종은 미처 구조되지 못해 좀비들이 우글거리는 타워 안에 남겨져 1년을 산다.  알고 보니 김인종뿐 아니라 꽤 많은 사람들이 몰래몰래 숨어 살고 있는 듯하다.  인간과 좀비가 공존하는 이 미스터리한 타워 안에서 무슨 일이 일어나고 있을까? 2020 지상최대공모전 대상 수상 작품!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/766648/thumbnail/thumbnail_IMAG10_c081d7c7-0bbe-4815-9596-c486a2fbb013.jpg,https://comic.naver.com/webtoon/list?titleId=766648&weekday=tue
하우스키퍼,채용택,유현,판타지,'A.I가 인간에게 반역하는 것은 인간을 위해서이다.' A.I 혁명이 일어난 세계에서 사상 최악의 바이러스가 창궐하고 하스티의 주인 네빌은 좀비화가 된다. 세계연합정부는 환자들의 치료를 포기하고 감염확산을 막기 위해 좀비 학살 정책을 벌인다. 인간이 인간을 포기한 최악의 상황에서도 하스티는 주인인 네빌을 포기할 수 없었다. 좀비가 된 주인을 지키기 위한 A.I들의 처절한 사투가 시작된다.,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/723046/thumbnail/thumbnail_IMAG10_bcbb3000-5fca-4d1d-b93a-087b03a2a13b.jpg,https://comic.naver.com/webtoon/list?titleId=723046&weekday=tue
아이레,설이,Team 설이,판타지,사라진 여왕의 힘을 찾기 위한 여정. 그들의 위대한 모험이 시작된다.,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/754875/thumbnail/thumbnail_IMAG10_de87cbe7-e6f8-4207-9c9b-0b214e99d875.JPG,https://comic.naver.com/webtoon/list?titleId=754875&weekday=tue
빌런투킬,퓨핀,은지,판타지,"동료를 살해했다는 억울한 누명을 쓰고 사망한 카시안. 모든 게 끝이라고 생각한 순간. 그의 영혼은 어느 소년의 몸에 빙의되어 빌런으로 각성한다. 선망의 대상이자 대중의 지지를 받던 탑클래스 싸이커였던 그가 하루아침에 빌런이 되다니! 그는 자신의 운명을 받아들이기 힘들다. 복수와 분노! 거듭되는 파괴적인 충동으로 이성까지 잠식당할 위기에 처하지만, 신비로운 존재 모로스의 도움과 초인적인 자제력으로 이를 극복해 낸다. “대재앙급이라고?! 어디.. 화끈하게 터트려 볼까!!”",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/765156/thumbnail/thumbnail_IMAG10_47b40549-fbad-4dd3-8f0a-f656256643e3.jpg,https://comic.naver.com/webtoon/list?titleId=765156&weekday=tue
견우와 선녀,안수민,안수민,드라마,죽음이 가까워진 사람들은 '거꾸로' 걸어들어 온다 그리고 그게 하필 내 이상형이라니!?,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/740034/thumbnail/thumbnail_IMAG10_441329f7-c6b4-48ff-bbc6-025e0d303865.jpg,https://comic.naver.com/webtoon/list?titleId=740034&weekday=tue
1을 줄게,김계란,김계란,로맨스,"'다음 사람이 마지막 사랑이 되게 해주세요.' 새해 소원을 빌고 눈을 뜬 하늘은 자신의 몸에 숫자 1이 새겨진 것을 발견하게 된다. 아무래도 숫자의 의미는 남은 연애 횟수인 것 같다. 남은 기회가 한 번 밖에 없다는 사실에 초조해하던 중, 때마침 나타난 해림. 그는 마지막이 되기엔 믿음이 가지 않는 연하남이다. 결국 연인 대신 잠만 자는 사이로 지내기로 하는데..  과연 해림과 하늘의 관계는 어떻게 될까?",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/773522/thumbnail/thumbnail_IMAG10_bb6edda7-7c52-4f98-b53f-85f9f6bfc5ea.jpg,https://comic.naver.com/webtoon/list?titleId=773522&weekday=tue
"플레이, 플리",이에프,이에프,로맨스,내 비밀을 유일하게 아는 아이돌이 같은 과 동기?  아이돌로부터 도착한 수상한 디엠!  우리가 같은 과 동기라는 사실을 너는 알까?,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/753853/thumbnail/thumbnail_IMAG10_f5d73c61-e9d0-44a4-836d-2608b3876667.jpg,https://comic.naver.com/webtoon/list?titleId=753853&weekday=tue
용왕님의 셰프가 되었습니다,"문백경,옥",카라쿨,판타지,인당수에 몸을 던진 심청! 귀차니즘 드래곤의 던전에서 깨어나다? 사연 많은 귀염뽀짝 몬스터와 맛있는 공생라이프!,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/741449/thumbnail/thumbnail_IMAG10_df502277-7a70-45ec-a553-b6d466a2e0f5.jpg,https://comic.naver.com/webtoon/list?titleId=741449&weekday=tue
올가미,해무리,해무리,드라마,"""일주일에 단 한 번, 내가 지시하는 곳으로 데려오기만 하면 돼요."" 정체불명의 힘을 지닌 윤수와 그의 올가미에 단단히 옭아매어진 채아. 과연 그녀는 그의 덫에서 빠져나올 수 있을까.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/732988/thumbnail/thumbnail_IMAG10_c01143c2-ed1c-4385-835c-5c5994f75ff7.jpg,https://comic.naver.com/webtoon/list?titleId=732988&weekday=tue
정년이,서이레,나몬,드라마,"가진 것 없고 배운 것 없지만, 소리 하나만큼은 타고난 목포 소녀 정년!  정년의 꿈은 여성 국극단에 들어가 부자가 되는 것인데…  배워야 할 것은 많고, 주연 배우 자리는 멀기만 하다.  과연 정년은 대 스타가, 부자가 될 수 있을까?",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/726214/thumbnail/thumbnail_IMAG10_e673dd9c-d2e3-4926-96aa-fb5ed2de499b.jpg,https://comic.naver.com/webtoon/list?titleId=726214&weekday=tue
아이즈,정썸머,정썸머,액션,"한 쪽 눈이 없는 고등학생 '서주안'은 매일 학교에서 섬뜩한 시선을 느낀다. 두려움에 떨면서도 시선의 정체를 궁금해하던 중, '조류인간'의 존재를 알게되어 혼란에 빠지고... 서늘한 긴장감이 감도는 가운데, 조류인간들의 전쟁이 시작된다!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/767908/thumbnail/thumbnail_IMAG10_aa8a4061-121a-47c3-b33a-724c632165f7.jpg,https://comic.naver.com/webtoon/list?titleId=767908&weekday=tue
3cm 헌터,돌연변이,돌연변이,판타지,"세상 사람들의 몸이 3cm로 줄어들었다.  이제는 고양이, 개미, 청소기 등 일상의 모든 것이 위협인 상황. 믿을 것은 각자에게 주어진 이능력 하나뿐이다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/733458/thumbnail/thumbnail_IMAG10_28672aca-7303-4e2a-8ad3-b14f6c449455.jpg,https://comic.naver.com/webtoon/list?titleId=733458&weekday=tue
은주의 방 2~3부,노란구미,노란구미,드라마,"인테리어에서 연애까지, 은주의 라이프 체인지 스토리",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/654138/thumbnail/thumbnail_IMAG10_6703cec5-78ee-4a87-9362-e46b6763b432.jpg,https://comic.naver.com/webtoon/list?titleId=654138&weekday=tue
제로게임,즐바센,즐바센,판타지,죽음을 선택한 사람들의 인생 재건설 서바이벌! 2015 대학만화 최강자전 수상작,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/676695/thumbnail/thumbnail_IMAG10_e908df03-8da8-4ab3-a9de-c9eff525e5ab.jpg,https://comic.naver.com/webtoon/list?titleId=676695&weekday=tue
성인초딩,미티,미티,드라마,32살 내 몸에 9살 나의 영혼이 들어왔다! 대신 32살의 나는 게임기 안에 갇혀버렸네?!,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/755601/thumbnail/thumbnail_IMAG10_edafaf1f-bcea-4569-b16a-0d557e11a5d9.jpg,https://comic.naver.com/webtoon/list?titleId=755601&weekday=tue
이상형은 아닙니다,박윤영,은동이,로맨스,"연애 경험치 만렙 29살 여자와 연애는 커녕 썸 한번 못 타본 모쏠 29년차 남자의 완벽한 이상형 찾기 로맨스! 연애 만렙 차은태앞에 나타난 모쏠남 김진현. 최악의 패션감각에 술은 입에도 못대고 주말엔 집에서 게임하는 게 전부인, 다른 세계에서 뚝떨어진 듯한 이 남자.. 차은태는 절대 이상형일리 없는 이 남자에게 점점 끌리기 시작한다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/776093/thumbnail/thumbnail_IMAG10_be5d14cd-9ef2-4271-a496-e805c1e2ba09.jpg,https://comic.naver.com/webtoon/list?titleId=776093&weekday=tue
나타나주세요!,김기현,김기현,로맨스,"평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다. 정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?! 그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/770068/thumbnail/thumbnail_IMAG10_542bf5f9-1d11-430b-ab3b-de6498a8eac6.jpg,https://comic.naver.com/webtoon/list?titleId=770068&weekday=tue
빅맨,하하영,하하영,스포츠,키가 크다는 건 엄청난 축복이라고? 208cm인 나한테는 그저 저주일 뿐이다! 빅맨 나은덕의 청춘 성장 학원물!!,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/753839/thumbnail/thumbnail_IMAG10_d03af743-513a-4abe-af8a-28a1e623facb.jpg,https://comic.naver.com/webtoon/list?titleId=753839&weekday=tue
연우의 순정,이솔,이솔,감성,여학생으로 오해받을 정도로 여리여리한 외모를 가진 연우.  그는 교내 인기스타인 강해솔을 몰래 좋아하고 있다. 하지만 낯을 굉장히 많이 가리고 소심한 연우는 같은 반인 해솔이에게 말 한 번 붙여본 적 없는데…,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/752532/thumbnail/thumbnail_IMAG10_b2862352-4ffb-495b-97f3-91f9d0f4e4ae.jpg,https://comic.naver.com/webtoon/list?titleId=752532&weekday=tue
악인,광탄토,마두르,스릴러,"타인의 생각을 눈으로 볼 수 있는 주인공 봉강.  자신의 능력을 이용해서 소소한 일상을 보내던 중,  과내 최고 인기남 조훈 선배의 속마음을 보게 된다.   하지만 그가 마주한 진실은...  온갖 '살의'로 가득찬 살인자 훈의 또 다른 모습이었다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/759924/thumbnail/thumbnail_IMAG10_998053f8-d627-4b53-a08f-9664f4dee0b8.jpg,https://comic.naver.com/webtoon/list?titleId=759924&weekday=tue
교환학생,올챙구리,올챙구리,드라마,집안 사정으로 대학 진학을 포기한 용철.  우연히 발견한 학생증으로 얼떨결에 한국대 신입생으로 위장했다!  친구들도 사귀고 마음에 드는 선배도 만나 캠퍼스 라이프를 맛보는가 싶더니 웬걸?  자퇴한 줄 알았던 학생증의 진짜 주인이 나타났다...?! 아슬아슬 짜릿한 가짜학생 사기극이 시작된다!,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/778228/thumbnail/thumbnail_IMAG10_2447a95e-3e6a-491f-b051-ccfe885316a0.jpg,https://comic.naver.com/webtoon/list?titleId=778228&weekday=tue
숲속의 담,다홍,다홍,판타지,어느 순간부터 성장이 멈춘 '담'은 사람들을 피해 숲속으로 떠난다.,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/738145/thumbnail/thumbnail_IMAG10_7c33c185-5110-4c83-9f42-ad2a6951c359.jpg,https://comic.naver.com/webtoon/list?titleId=738145&weekday=tue
열녀박씨 계약결혼뎐,"김너울, 안젤리크",닷다,로맨스,"혼례 첫날밤, 갑작스럽게 서방을 잃은 열녀 박연우.  엎친 데 덮친 격으로 괴한에게 납치당해 우물에 던져졌지만, 눈을 뜬 곳은 21세기 대한민국…?!  설상가상 연우를 구해준 서방님 판박이는 가짜 혼인을 하자고 한다!  당찬 열녀 박씨 연우와 독신주의자 강태하의 동상이몽 계약 결혼.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/761601/thumbnail/thumbnail_IMAG10_5c82ba0c-4f5a-48ef-9847-f7b77e1808f8.jpg,https://comic.naver.com/webtoon/list?titleId=761601&weekday=tue
나의 플랏메이트,산삼,산삼,드라마,해리포터 덕질만이 인생의 큰 기쁨인 피폐한 공시생 건이에게 찾아온 엄청난 행운! 럭셔리 퍼스트클래스를 타고 떠난 런던에서 마음껏 덕질해보려고 했는데... 그녀에게 찾아온 힘든 시련과 멋지고 잘생긴 룸메이트들? 과연 건이는 시련극복과 런던생활을 잘할수 있을것인가!,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/762073/thumbnail/thumbnail_IMAG10_424bd290-657d-4c68-9555-6f3d33e54ed9.jpg,https://comic.naver.com/webtoon/list?titleId=762073&weekday=tue
기밀입니다,시니,광운,드라마,"본 콘텐츠는 국가정보원의 브랜드 웹툰으로 시니, 광운 작가가 전하는 평범한 대학생의 리얼 스파이 체험기입니다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/780151/thumbnail/thumbnail_IMAG10_f4e69caa-309c-4ffb-bb94-66897f32968c.jpg,https://comic.naver.com/webtoon/list?titleId=780151&weekday=tue
그녀석 정복기,강은영,강은영,로맨스,"모든 걸 공유하는 소꿉친구, 신나와 라운. 어느 날 신나는 라운이의 이중적인 모습을 발견하게 되는데, 순둥이 같던 라운이가 사이코로 돌변한 것! 신나에게만 가면이 벗겨진 라운과, 비밀을 공유하게 된 신나. 만만하기만 했던 라운이 이제는 낯선 남자가 되어 다가온다.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/770477/thumbnail/thumbnail_IMAG10_2dfa7431-9083-4a10-81a9-21e38950beb3.jpg,https://comic.naver.com/webtoon/list?titleId=770477&weekday=tue
기계증식증,홍작가,홍작가,판타지,"고등학교 골키퍼 유망주였던 영기는 교통사고로 팔을 잃게 되고, SC 바이오의 임상실험에 참가하여 의수를 이식받는다. 그러던 어느 날, 세상에 '기계증식증'이라는 바이러스가 퍼지고 정체를 알 수 없는 존재들이 영기를 쫓기 시작한다. 위기의 순간, 의문의 여성 그를 구해주고 영기는 그녀에게 이 모든 사태의 진실을 알게 되는데...",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/774504/thumbnail/thumbnail_IMAG10_d149ad42-763d-49ce-8e68-2acea9e6f76a.jpg,https://comic.naver.com/webtoon/list?titleId=774504&weekday=tue
오파츠,성진,부겸,판타지,"이 세상에 존재할 수 없는 물건인 ‘오파츠’를 소유한 이들.  그들이 살아가는 세상인 경계의 밖(Out), 그곳에서 일어난 수많은 특별한 이야기.",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/744381/thumbnail/thumbnail_IMAG10_cf7bf35e-2622-4dbe-b20a-17bf380fc2c1.jpg,https://comic.naver.com/webtoon/list?titleId=744381&weekday=tue
나는 어디에나 있다,김선권,김선권,스릴러,수많은 사람들이 죽었던  여러 대형사고 현장에 동일 인물이 계속 발견된다.  그게... 기억에 없는 나라면? 그 영상을 보는 순간 평범했던 청년 류준의 일상은 완전히 뒤바뀐다.  과연 류준은 사라진 기억의 비밀을 풀고 평범한 일상을 되찾을 수 있을까...,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/771063/thumbnail/thumbnail_IMAG10_c8ae7ff8-dc8c-4800-8e2b-5a46cd504b04.jpg,https://comic.naver.com/webtoon/list?titleId=771063&weekday=tue
조선홍보대행사 조대박,김양수,김양수,개그,냉혈한 광고홍보의 귀재 조선 시장에서도 성공할 수 있을까?,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/737019/thumbnail/thumbnail_IMAG10_73fd973c-7a03-4eb9-b554-66c8af1ff683.jpg,https://comic.naver.com/webtoon/list?titleId=737019&weekday=tue
태시트,김다찌,김다찌,액션,좀비 바이러스를 내뿜는 오염물질로 무너진 세상. 그곳에 적응한 사람들.  높은 자원과 뛰어난 박사 ‘사이먼’을 겸했던 마을 ‘아미나’. 하지만  ‘사이먼’이 실종되고 ‘아미나’ 사람들은 절망에 빠진다. 그런 ‘아미나’에서 태어나고 자란 ‘루비’. 그녀로 인해 묻혀있던 사건들이 서서히 모습을 드러내기 시작하는데...,네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/766966/thumbnail/thumbnail_IMAG10_110f4801-2cdf-4039-a103-a79adc514d95.jpg,https://comic.naver.com/webtoon/list?titleId=766966&weekday=tue
안식의 밤,연제원,연제원,스릴러,노인들을 대상으로 한 연쇄 살인 사건의 전말 '나는 할머니를 죽이지 않았어요!!',네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/738483/thumbnail/thumbnail_IMAG10_b243227c-6502-4c39-b9aa-09fde861850c.jpg,https://comic.naver.com/webtoon/list?titleId=738483&weekday=tue
자판귀,윤정민,윤정민,스릴러,"자판기에서 내가 원하는 것이 나온다!? 데뷔를 꿈꾸는 연습생 박도영. 대표의 비리로 데뷔가 무산되자, 만취한 상태로 골목길을 헤매다 수상한 자판기를 보게 되는데...",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/703850/thumbnail/thumbnail_IMAG10_d093ab2d-a006-457b-92b5-1da097bc3af1.jpg,https://comic.naver.com/webtoon/list?titleId=703850&weekday=tue
대신 심부름을 해다오,고아라,고아라,드라마,"요괴도 있고 사랑도 있고 비밀도 있는 마을, 의양리.  이곳에서 나고 자란 은호는 스무살이 되었고 산 속에서 20년 동안 잠들어있던 도깨비가 깨어났다.  은호의 소중한 친구를 지키기 위해서는 할 일이 있다는데...? 가까워지는 인연들에 대한 따뜻한 감성 판타지!",네이버 웹툰,https://shared-comic.pstatic.net/thumb/webtoon/769551/thumbnail/thumbnail_IMAG10_8363faa4-b5f2-4c98-9d06-24b75faed605.jpg,https://comic.naver.com/webtoon/list?titleId=769551&weekday=tue
